restaurant_name,name,rating,review
Medja Restaurant,meydia x,4.0,"['u', 'want', 'find', 'hidden', 'gem', 'relax', 'take', 'short', 'break', 'enjoy', 'ur', 'day', 'cup', 'coffe', 'tea', 'sparkl', 'water', 'accompani', 'u', 'come', 'medja', 'restaur', 'concept', 'sit', 'togeth', 'tabl', 'eat', 'food', 'chit', 'chat', 'either', 'ur', 'famili', 'ur', 'friend', 'u', 'discov', 'place', 'high', 'ceil', 'build', 'indoor', 'outdoor', 'space', 'forget', 'make', 'reserv', 'come', 'alway', 'full', 'book', 'u', 'need', 'queue', 'due', 'crowd', 'sometim', 'hard', 'call', 'waiter', 'waitress', 'patient', 'price', 'snack', 'small', 'bite', 'still', 'ok', 'howev', 'drink', 'main', 'cours', 'quit', 'expens', 'compar', 'qualiti', 'food', 'order', 'kroket', 'bogor', 'nice', 'u', 'ate', 'hot', 'alreadi', 'turn', 'cold', 'good', 'anoth', 'one', 'cigureng', 'recommend', 'although', 'gave', 'star', 'menu', 'book', 'asam', 'asam', 'iga', 'one', 'star', 'sour', 'tasti', 'balanc', 'recommend', 'although', 'portion', 'quit', 'small', 'guram', 'betutu', 'fish', 'quit', 'small', 'tast', 'yet', 'blend', 'spice', 'papaya', 'leav', 'one', 'ok', 'papaya', 'leav', 'bitter', 'nangka', 'goreng', 'caramel', 'one', 'also', 'recommend', 'serv', 'ice', 'cream', 'drink', 'recommend', 'order', 'bandrek', 'ice', 'although', 'small', 'portion', 'tast', 'nice', 'pinki', 'frizzi', 'mint', 'forgot', 'name', 'mistaken', 'one', 'also', 'recommend', 'even', 'though', 'portion', 'also', 'small', 'overal', 'u', 'pay', 'price', 'sceneri', 'ambienc', 'place', 'park', 'lot', 'lot', 'pleas', 'use', 'googl', 'map', 'direct', 'wrong', 'u', 'better', 'ask', 'peopl', 'rout']"
Medja Restaurant,T Susatyo,4.0,"['good', 'atmospher', 'realli', 'like', 'outdoor', 'design', 'concept', 'mani', 'photo', 'spot', 'spaciou', 'park', 'space', 'good', 'servic', 'food', 'need', 'enhanc', 'tast', 'order', 'sever', 'food', 'tast', 'food', 'servic', 'atmospher']"
Medja Restaurant,Bobby Stiven,4.0,"['nice', 'indonesian', 'restaur', 'bogor', 'food', 'nice', 'place', 'pretti', 'staff', 'knowledg', 'menu', 'though']"
Medja Restaurant,Stevie Sulaiman,5.0,"['epic', 'rib', 'dish', 'esp', 'sauc', 'nice', 'flavor', 'combin', 'creami', 'spinach', 'mash', 'potato', 'slightli', 'tender', 'slightli', 'less', 'dri', 'may', 'make', 'rib', 'tast', 'perfect', 'probabl', 'wife', 'prefer', 'nice', 'interior', 'design', 'esp', 'one', 'glass', 'roof', 'may', 'want', 'consid', 'ad', 'portabl', 'fan', 'portabl', 'aircon', 'extrem', 'weather', 'past', 'week']"
Medja Restaurant,Te Ir,5.0,"['staurant', 'place', 'citi', 'rain', 'bogor', 'larg', 'park', 'lot', 'aesthet', 'slang', 'luxuri', 'instagram', 'friendli', 'restaur', 'build', 'food', 'authent', 'cutleri', 'order', 'grill', 'rib', 'meat', 'soft', 'spice', 'absorb', 'medja', 'fri', 'chicken', 'option', 'share', 'menu', 'portion', 'realli', 'big', 'romant', 'atmospher', 'night', 'ad', 'enjoy', 'eat', 'food', 'highli', 'recommend', 'culinari', 'purpos', 'bogor']"
Medja Restaurant,Maya,4.0,"['nice', 'place', 'hang', 'friend', 'famili', 'outdoor', 'n', 'indoor', 'seat', 'area', 'prefer', 'outdoor', 'area', 'view', 'food', 'ok', 'good', 'plate', 'averag', 'tast']"
Medja Restaurant,Astrid Gannis,4.0,"['pleasant', 'lunch', 'moment', 'medja', 'skeptic', 'friend', 'took', 'medja', 'sinc', 'dine', 'place', 'bogor', 'sell', 'place', 'good', 'food', 'beverag', 'tast', 'turn', 'food', 'delici', 'good', 'interior', 'design', 'serv', 'mostli', 'indonesian', 'food', 'btw', 'need', 'improv', 'server', 'focu', 'speed', 'like', 'get', 'menu', 'new', 'come', 'guest', 'fast', 'possibl', 'deliv', 'meal', 'cater', 'guest', 'need', 'soon', 'possibl', 'took', 'coupl', 'time', 'call', 'like', 'shout', 'waitress', 'even', 'though', 'friend', 'alreadi', 'rang', 'bell', 'call', 'also', 'wait', 'minut', 'food', 'readi', 'serv', 'sadli', 'forgot', 'menu', 'friend', 'request', 'serv', 'like', 'properli', 'train', 'flock', 'togeth', 'one', 'place', 'spread', 'certain', 'spot', 'make', 'guest', 'easier', 'call', 'need', 'help', 'even', 'guest', 'besid', 'tabl', 'babi', 'get', 'frustrat', 'also', 'pleas', 'fix']"
Medja Restaurant,Wny Irw,3.0,"['food', 'good', 'order', 'snack', 'nangka', 'goreng', 'bola', 'ubi', 'coffe', 'recommend', 'specialti', 'went', 'pm', 'monday', 'wait', 'mnt', 'seat', 'staff', 'said', 'outdoor', 'seat', 'avail', 'took', 'us', 'smoke', 'outdoor', 'besid', 'park', 'lot', 'uncomfort', 'final', 'ask', 'move', 'tabl', 'indoor', 'indoor', 'tabl', 'avail', 'overal', 'good', 'atmospher', 'crowd', 'noisi', 'noth', 'special', 'resto', 'think', 'reason', 'come', 'back']"
Medja Restaurant,benaya simeon,5.0,"['restaur', 'variant', 'option', 'indonesia', 'cuisin', 'nice', 'open', 'air', 'area', 'cake', 'dessert', 'incred', 'good', 'ambienc', 'decor']"
Medja Restaurant,Deliana Deliana,5.0,"['perfect', 'place', 'hang', 'excel', 'ambient', 'delici', 'food', 'beverag', 'huge', 'park', 'lot', 'manag', 'busi', 'realli', 'well', 'queue', 'friendli', 'staff', 'indoor', 'outdoor', 'area', 'also', 'mini', 'swim', 'pool', 'take', 'pictur', 'recommend', 'place', 'take', 'photo']"
Medja Restaurant,Dawson Flannery,5.0,"['place', 'nice', 'cozi', 'dinner', 'moreov', 'dish', 'tasti', 'mouth', 'lot', 'great', 'photo', 'spot', 'take', 'pictur', 'highli', 'recommend', 'place']"
Medja Restaurant,Angela DIAN,5.0,"['nice', 'cozi', 'place', 'ambienc', 'good', 'tasti', 'food', 'nice', 'small', 'gather', 'fam', 'friend']"
Medja Restaurant,Sufan Siauw,5.0,"['realli', 'nice', 'restaur', 'plenti', 'instagram', 'spot', 'actual', 'amaz', 'food', 'well', 'surpris', 'restaur', 'actual', 'serv', 'real', 'tasti', 'indonesian', 'food', 'attent', 'servic', 'around']"
Medja Restaurant,TNVL W,3.0,"['place', 'beauti', 'classi', 'design', 'especi', 'night', 'realli', 'enjoy', 'food', 'serv', 'uniqu', 'rustic', 'style', 'utensilshowev', 'food', 'good', 'expect', 'price', 'offer', 'especi', 'oxtail', 'sour', 'spici', 'soup', 'buntut', 'peda', 'asam', 'plain', 'greasi']"
Medja Restaurant,Xtian Hyd,5.0,"['food', 'tast', 'tasti', 'alway', 'crowd', 'need', 'book', 'first', 'price', 'quit', 'medium']"
Medja Restaurant,Hera Zahara Maxoom,4.0,"['keep', 'hunt', 'new', 'culinari', 'place', 'goal', 'turn', 'medja', 'restaur', 'usual', 'first', 'impress', 'must', 'locat', 'view', 'turn', 'instagram', 'one', 'thing', 'food', 'menu', 'tast', 'quit', 'satisfi', 'servic', 'satisfi', 'friendli']"
Medja Restaurant,nata dhani,5.0,"['good', 'food', 'good', 'place', 'nice', 'ambienc', 'food', 'portion', 'menu', 'approxim', 'person', 'per', 'menu', 'quit', 'fulfil', 'quantiti']"
Medja Restaurant,Lorraine,3.0,"['ambienc', 'restaur', 'great', 'still', 'lot', 'area', 'improv', 'improv', 'reserv', 'troubl', 'reserv', 'first', 'quickli', 'solv', 'anoth', 'staff', 'member', 'overal', 'complaint', 'pay', 'k', 'payment', 'per', 'person', 'honestli', 'feel', 'expens', 'pay', 'advanc', 'understand', 'restaur', 'need', 'assur', 'custom', 'mani', 'upscal', 'restaur', 'charg', 'much', 'especi', 'indonesian', 'food', 'local', 'food', 'reserv', 'privat', 'room', 'minimum', 'transact', 'high', 'also', 'mil', 'fee', 'room', 'total', 'worth', 'food', 'tast', 'good', 'noth', 'awesom', 'ordinari', 'soup', 'soto', 'bland', 'tast', 'ayam', 'taliwang', 'tast', 'like', 'taliwang', 'spice', 'bland', 'definit', 'worth', 'price', 'nasi', 'goreng', 'tast', 'great', 'mie', 'goreng', 'also', 'tast', 'great', 'orang', 'jelli', 'dessert', 'great', 'still', 'noth', 'amaz', 'grill', 'banana', 'grill', 'bare', 'put', 'stove', 'chocol', 'mess', 'chees', 'top', 'mocha', 'cake', 'tast', 'like', 'mocha', 'like', 'chocol', 'cake', 'even', 'thought', 'staff', 'brought', 'wrong', 'cake', 'carrot', 'cake', 'good', 'rest', 'food', 'squid', 'chicken', 'great', 'prawn', 'favorit', 'fresh', 'drink', 'order', 'mocktail', 'like', 'sour', 'sweet', 'fresh', 'sour', 'sweet', 'overwhelm', 'everyth', 'els', 'ice', 'tea', 'even', 'refil', 'price', 'find', 'outrag', 'realli', 'realli', 'worth', 'jamu', 'indonesian', 'tradit', 'drink', 'strong', 'good', 'servic', 'overal', 'servic', 'awesom', 'food', 'came', 'quick', 'servic', 'attent', 'ambienc', 'great', 'spot', 'take', 'pictur', 'rest', 'bit', 'bore', 'perhap', 'add', 'fish', 'bird', 'anyth', 'children', 'play', 'see', 'restroom', 'dirti', 'overal', 'recommend', 'restaur', 'mayb', 'curiou', 'tri', 'feel', 'price', 'worth']"
Medja Restaurant,rafa martinez,5.0,"['nice', 'place', 'lunch', 'food', 'good', 'place', 'beauti', 'park', 'car', 'check', 'bodi', 'temperatur']"
Medja Restaurant,Faradilla Novadina,5.0,"['place', 'beauti', 'ambienc', 'great', 'food', 'also', 'great', 'littl', 'pricey', 'worth', 'place', 'favorit', 'tahu', 'lada', 'garam', 'sold', 'near', 'close', 'time', 'food', 'portion', 'littl', 'big', 'order', 'nasi', 'goreng', 'kampung', 'good', 'lot', 'chicken', 'meatbal', 'tahu', 'sumpel', 'great', 'fill', 'full', 'ayam', 'taliwang', 'nasi', 'hijau', 'great', 'combin', 'one', 'like', 'spicey']"
Medja Restaurant,Franky Alexander,5.0,"['indonesian', 'aunthent', 'cuisin', 'good', 'tast', 'nice', 'ambient']"
Medja Restaurant,Mixandbasic ausie,5.0,"['fantast', 'restaur', 'town', 'definit', 'get', 'tri', 'leav', 'bogor', 'food', 'great', 'famili', 'friendli', 'open', 'area', 'surprisingli', 'beauti']"
Medja Restaurant,Raisa Raha,4.0,"['realli', 'instagram', 'place', 'hunter', 'even', 'place', 'ambienc', 'great', 'realli', 'get', 'enjoy', 'beauti', 'interior', 'food', 'quit', 'pricey', 'pretti', 'restaur', 'cafe', 'food', 'okay', 'think', 'love', 'serv', 'indonesian', 'food', 'instead', 'western', 'like', 'regular', 'fanci', 'restaur']"
Medja Restaurant,Danang Setiawan,5.0,"['ambienc', 'nya', 'nyaman', 'sekali', 'interior', 'design', 'nya', 'make', 'want', 'selfi', 'love', 'restaur', 'interior', 'design', 'food', 'nice', 'tast', 'littl', 'bit', 'expens', 'waitress', 'waiter', 'kind', 'also', 'easi', 'payment', 'method', 'need', 'wait', 'cashier', 'line', 'overal', 'iik', 'place', 'well']"
Medja Restaurant,Fajar Fajar,4.0,"['good', 'place', 'hang', 'take', 'photo', 'mani', 'photo', 'spot', 'take', 'photo', 'thank', 'cool', 'nice', 'design', 'interior', 'park', 'lot', 'spaciou', 'food', 'decent', 'okay', 'ish', 'big', 'portion', 'typic', 'share', 'food', 'white', 'rice', 'price', 'averag', 'consid', 'place', 'secur', 'bartend', 'friendli', 'waiter', 'staff', 'standart', 'friendli', 'mayb', 'place', 'popular', 'wait', 'line']"
Medja Restaurant,Annisa Muktiono,5.0,"['super', 'love', 'place', 'cozi', 'pretti', 'design', 'health', 'protocol', 'good', 'staff', 'realli', 'help', 'friendli', 'although', 'littl', 'misunderstand', 'staff', 'traine', 'recept', 'food', 'realli', 'delici', 'iga', 'bakar', 'sate', 'platter', 'recommend']"
Medja Restaurant,Aditya Dwi Putra,4.0,"['good', 'place', 'meal', 'hang', 'good', 'decor', 'peac', 'place', 'opinion', 'food', 'tast', 'beverag', 'order', 'didnt', 'reach', 'expect', 'also', 'pleas', 'pay', 'attent', 'food', 'tast', 'perfect', 'place', 'yet', 'worth', 'price', 'tast', 'food']"
Medja Restaurant,Feliks Christono Sehan,5.0,"['ambianc', 'realli', 'cozi', 'relax', 'food', 'qualiti', 'quit', 'good', 'interm', 'price', 'reason', 'overli', 'charg', 'good', 'place', 'brunch', 'lunch', 'dinner', 'servic', 'quit', 'fast', 'respons']"
Medja Restaurant,Opiniku,5.0,"['suitabl', 'place', 'lunch', 'dinner', 'famili', 'friend', 'colleagu', 'partner', 'ambienc', 'like', 'hotel', 'fine', 'dine', 'restaur', 'plenti', 'park', 'space', 'good', 'quick', 'servic', 'food', 'tast', 'also', 'good', 'need', 'improv', 'chair', 'wait', 'area']"
Medja Restaurant,Jhon Wood,5.0,"['nice', 'ambiencegood', 'food', 'big', 'portion', 'sharedreason', 'price', 'consid', 'tast', 'portionkind', 'staff']"
Medja Restaurant,Alexandra Josephina,5.0,"['second', 'time', 'visit', 'medja', 'never', 'dissapoint', 'pandem', 'servic', 'guest', 'realli', 'impress', 'good', 'food', 'good', 'ambienc', 'fair', 'price', 'def', 'back', 'anoth', 'time', 'marbl', 'beef', 'steak', 'realli', 'melt', 'mouth', 'would', 'say', 'good', 'one']"
Medja Restaurant,Ratna Rediandary,5.0,"['great', 'tast', 'indonesian', 'cuisin', 'love', 'cozi', 'place', 'uniqu', 'ambienc', 'perfect', 'enjoy', 'lunch', 'dinner', 'famili', 'love', 'one', 'bit', 'prici', 'thou', 'k', 'menu', 'worth']"
Medja Restaurant,Diamond Diamond,3.0,"['best', 'place', 'hangout', 'belov', 'one', 'great', 'ambianc', 'super', 'cozi', 'came', 'break', 'fast', 'famili', 'without', 'reserv', 'outdoor', 'area', 'alreadi', 'book', 'luckili', 'got', 'seat', 'indoor', 'area', 'mani', 'varieti', 'menu', 'ramadhan', 'order', 'select', 'menu', 'ask', 'cant', 'order', 'regular', 'menu', 'said', 'hectic', 'due', 'breakfast', 'time', 'order', 'chicken', 'steak', 'chicken', 'taliwang', 'separ', 'steam', 'rice', 'stir', 'fri', 'chicken', 'dumpl', 'bandrek', 'bajigur', 'mocktail', 'miner', 'water', 'fri', 'stuf', 'tofu', 'bitterbalen', 'cost', 'almost', 'rp', 'k', 'frankli', 'tast', 'good', 'averag', 'big', 'portion', 'chicken', 'taliwang', 'small', 'portion', 'snack', 'compar', 'price', 'say', 'meal', 'pricey', 'recommend', 'place', 'extra', 'budget', 'want', 'spend', 'intim', 'time', 'belov', 'meal', 'good', 'averag', 'tast', 'afteral', 'great', 'place', 'take', 'photo', 'instagram']"
Medja Restaurant,dzakia drg,5.0,"['food', 'delici', 'favourit', 'prawn', 'colenak', 'serious', 'uplift', 'colenak', 'anoth', 'level', 'also', 'tast', 'indonesian', 'tradit', 'drink', 'call', 'jamu', 'suggest', 'need', 'book', 'advanc', 'howev', 'weekend', 'need', 'least', 'one', 'hr', 'schedul', 'alot', 'peopl', 'line']"
Medja Restaurant,micco moss,4.0,"['place', 'beauti', 'indoor', 'larg', 'outdoor', 'areafood', 'bit', 'priceytast', 'ok']"
Medja Restaurant,Adit Nagata,3.0,"['well', 'thing', 'like', 'restaur', 'park', 'lot', 'huge', 'haha', 'order', 'food', 'came', 'order', 'fri', 'rice', 'waiter', 'gave', 'friend', 'noodl', 'insist', 'chang', 'said', 'take', 'longer', 'time', 'said', 'ok', 'min', 'later', 'food', 'come', 'dafu', 'longer', 'fri', 'rice', 'tast', 'dude', 'prefer', 'eat', 'nasi', 'goreng', 'tek', 'tek', 'ribu', 'rupiah', 'delici', 'good', 'place', 'drink']"
Medja Restaurant,Mr. R,5.0,"['great', 'fanci', 'restaur', 'nice', 'interior', 'ambienc', 'spaciou', 'huge', 'indoor', 'outdoor', 'area', 'park', 'lot', 'huge', 'even', 'though', 'price', 'averag', 'bogor', 'standard', 'total', 'worth', 'almost', 'food', 'order', 'huge', 'portion', 'satisfi', 'must', 'tri', 'cheesi', 'bitterballen', 'iga', 'penyet', 'fresh', 'asam', 'asam', 'iga']"
Medja Restaurant,Lia Lt,4.0,"['friend', 'order', 'nasi', 'goreng', 'kamoung', 'nasi', 'goreng', 'belacan', 'great', 'tast', 'order', 'ice', 'americano', 'dessert', 'mocha', 'cake', 'ok', 'realli', 'special', 'regal', 'thai', 'tea', 'ok', 'think', 'thai', 'tea', 'flavor', 'someth', 'cake', 'tast', 'price', 'bit', 'averag', 'interior', 'exterior', 'amazingli', 'great', 'comfort', 'beauti', 'cozi', 'ambienc', 'indoor', 'outdoor']"
Medja Restaurant,Susanty L,4.0,"['nice', 'ambienc', 'nice', 'interior', 'instagramm', 'mani', 'good', 'spot', 'take', 'pictur', 'menu', 'price', 'wise', 'good', 'come', 'gener', 'portion', 'tast', 'opinion', 'tri', 'kopi', 'medja', 'colenak', 'good', 'appli', 'safeti', 'protocol', 'limit', 'seat', 'reserv', 'recommend']"
Medja Restaurant,Dona Soedarno,5.0,"['luxuri', 'hidden', 'gem', 'dinner', 'spot', 'great', 'atmosf', 'realli', 'love', 'ambienc', 'decor', 'whole', 'thing', 'romant', 'great', 'place', 'friend', 'famili', 'collegu', 'fellowship', 'great', 'food']"
Medja Restaurant,Luthfiah Mamluatul Inayah,1.0,"['conclus', 'overr', 'bad', 'experi', 'consid', 'come', 'back', 'ye', 'interior', 'pretti', 'cool', 'servic', 'tast', 'food', 'price', 'serious', 'serious', 'need', 'consid', 'find', 'anoth', 'head', 'chef', 'caus', 'come', 'bland', 'indonesian', 'cuisin', 'know', 'pindang', 'cumi', 'soto', 'kecombrang', 'bland', 'ga', 'jela', 'rasanya', 'mau', 'arah', 'kemana', 'empal', 'sweet', 'tender', 'enough', 'sambal', 'lumayan', 'ayam', 'tepung', 'bland', 'crunci', 'enough', 'bakso', 'goreng', 'flour', 'domin', 'tast', 'hard', 'chew', 'kangkung', 'bland', 'undercook', 'white', 'red', 'rice', 'pera', 'banget', 'gustii', 'pasta', 'bit', 'bland', 'ok', 'western', 'food', 'costum', 'come', 'food', 'satisfi', 'stomach', 'sceneri', 'recommend']"
Medja Restaurant,Poppy Lau,4.0,"['new', 'restaur', 'bogor', 'citi', 'place', 'realli', 'strateg', 'easi', 'find', 'food', 'varieti', 'mostli', 'indonesian', 'food', 'tast', 'quit', 'good', 'spici', 'lover', 'full', 'satisfi', 'sambal', 'realli', 'spici', 'come', 'order', 'guram', 'sambal', 'kecombrang', 'sop', 'buntut', 'bangsawan', 'soto', 'sapi', 'kecombrang', 'good', 'one', 'alot', 'spot', 'instagramm', 'fill', 'content']"
Medja Restaurant,Fakhira Mayaza,5.0,"['good', 'food', 'excel', 'servic', 'food', 'tast', 'good', 'nice', 'ambienc', 'come', 'back', 'next', 'time', 'tri', 'cuisin', 'thank', 'medja']"
Medja Restaurant,chris da costa,5.0,"['nice', 'place', 'bogor', 'citi', 'tradit', 'menu']"
Medja Restaurant,Sunil Adwani,4.0,"['amaz', 'restaur', 'bogor', 'citi', 'beauti', 'ambianc', 'tast', 'interior', 'profession', 'servic', 'love', 'way', 'place', 'set', 'food', 'reason', 'price', 'staff', 'well', 'train', 'proper', 'effici', 'gave', 'establish', 'star', 'feel', 'still', 'need', 'improv', 'flavor', 'food']"
Medja Restaurant,Elizabeth Jonatan,5.0,"['first', 'time', 'visit', 'restaur', 'era', 'new', 'normal', 'could', 'see', 'restaur', 'take', 'serious', 'coronaviru', 'appli', 'social', 'distanc', 'includ', 'tabl', 'ambienc', 'pretti', 'cool', 'cozi', 'food', 'great', 'tasti', 'park', 'spaciou', 'would', 'definit', 'comeback']"
Medja Restaurant,Jani Soewanti,4.0,"['like', 'ambienc', 'love', 'architectur', 'lust', 'interior', 'design', 'ala', 'food', 'total', 'understand', 'peopl', 'seat', 'leisur', 'absorb', 'time', 'spent', 'chit', 'chate', 'cup', 'coffe', 'sweet', 'dessert', 'relax', 'amid', 'tension', 'covid', 'food', 'understand', 'basic', 'salti', 'garang', 'asam', 'cumi', 'tumi', 'genjer', 'mie', 'goreng', 'belacan', 'fri', 'fish', 'even', 'tahu', 'sumpel', 'okay', 'review', 'second', 'visit', 'hot', 'day', 'time', 'hard', 'wind', 'high', 'humid', 'even', 'downward', 'blind', 'hardli', 'stop', 'wind', 'food', 'improv', 'notic', 'view', 'one', 'dish', 'salti', 'fri', 'chicken', 'also', 'hard', 'chew', 'fri', 'noodl', 'quit', 'nice', 'squid', 'also', 'accept', 'oxtongu', 'less', 'salti', 'genjer', 'also', 'longbean', 'nice', 'bravo', 'ohya', 'superb', 'crew', 'attent']"
Medja Restaurant,gemi hartojo,5.0,"['beauti', 'ambianc', 'delici', 'food']"
Medja Restaurant,Kevin Adrykaputra,5.0,"['cheap', 'comfort', 'food', 'beef', 'tongu', 'sambal', 'hijau', 'come', 'extra', 'genor', 'beef', 'tongu', 'truli', 'delicaci', 'bajigur', 'super', 'tasti', 'well', 'design', 'ambianc', 'restaur', 'top', 'notch', 'well', 'definit', 'go', 'come', 'back', 'park', 'huge', 'park', 'spot', 'wait', 'tabl', 'comfort', 'safeti', 'car', 'away', 'covid', 'wheelchair', 'access', 'ramp', 'facilit', 'wheelchair', 'access']"
Medja Restaurant,Halida Budining,5.0,"['amaz', 'restaur', 'huge', 'park', 'lot', 'make', 'custom', 'easier', 'park', 'new', 'normal', 'time', 'due', 'covid', 'manag', 'healhti', 'procedur', 'well', 'strict', 'place', 'incred', 'instagram', 'food', 'beverag', 'also', 'delici', 'tri', 'menu', 'surprisingli', 'delici', 'staff', 'also', 'friendli', 'help', 'good', 'locat', 'bit', 'pricey', 'okay', 'two', 'thumb']"
Medja Restaurant,Nathania Alethea,5.0,"['great', 'architectur', 'differ', 'ambienc', 'creat', 'everi', 'corner', 'indoor', 'outdoor', 'fine', 'true', 'aesthet', 'place', 'definit', 'worth', 'visit', 'absolut', 'take', 'lot', 'instagram', 'shot', 'food', 'choic', 'rel', 'much', 'tast', 'okay', 'use', 'bamboo', 'straw', 'drink', 'eco', 'friendli', 'good', 'servic']"
Medja Restaurant,olivia catherine,4.0,"['best', 'thing', 'restaur', 'view', 'ambienc', 'food', 'tast', 'bad', 'littl', 'bit', 'expens', 'price', 'worthi', 'enough', 'see', 'garden', 'decor', 'view', 'restaur', 'better', 'littl', 'bit', 'patient', 'wait', 'seat', 'weekend', 'holiday', 'event', 'also', 'order', 'time', 'take', 'littl', 'bit', 'longer', 'restaur', 'restaur', 'mani', 'tabl', 'separ', 'differ', 'area', 'hope', 'fix', 'servic', 'next', 'time']"
Medja Restaurant,Emilia,5.0,"['fanci', 'restaur', 'delici', 'food', 'park', 'lot', 'spaciou', 'nice', 'mushola', 'good', 'place', 'meet', 'hangout', 'friend', 'better', 'make', 'reserv', 'first', 'crowd', 'even', 'recommend', 'bring', 'kid', 'safeti', 'reason']"
Medja Restaurant,Sulisthio Tjong,5.0,"['high', 'end', 'restaur', 'nice', 'chic', 'interior', 'food', 'good', 'indonesian', 'fushion', 'style', 'around', 'idr', 'per', 'pax', 'spaciou', 'park', 'pack', 'peak', 'time', 'lunch', 'dinner', 'open', 'alreadi', 'pack', 'pandem', 'situat', 'oper', 'capac', 'instagram', 'easi', 'reach', 'jakarta']"
Medja Restaurant,Yoseph “Simeon” Dwi,4.0,"['artist', 'arrang', 'restaur', 'spaciou', 'room', 'indoor', 'outdoor', 'area', 'small', 'garden', 'pool', 'unfortun', 'plant', 'indoor', 'made', 'plastic', 'spaciou', 'orderli', 'park', 'area', 'recommend', 'make', 'reserv', 'instead', 'walk', 'vari', 'menu', 'delici', 'indonesian', 'flavor', 'specif', 'design', 'cutleri']"
Medja Restaurant,denny adrian,5.0,"['one', 'best', 'cafe', 'restaur', 'bogor', 'food', 'menu', 'great', 'dont', 'tri', 'come', 'om', 'weekend', 'get', 'space', 'alway', 'full', 'book']"
Medja Restaurant,Deedee Chantique,5.0,"['nice', 'place', 'famili', 'group', 'friend', 'dine', 'togeth', 'view', 'comfort', 'got', 'mani', 'corner', 'awesom', 'snap', 'though', 'food', 'select', 'expect', 'tast', 'worth', 'price', 'recomend']"
Medja Restaurant,Ira Susana,4.0,"['went', 'dinner', 'last', 'order', 'resto', 'one', 'bogor', 'instagram', 'place', 'hang', 'friend', 'famili', 'food', 'ok', 'special', 'premium', 'price', 'recommend', 'foreign', 'tri', 'indonesian', 'food', 'cozi', 'artist', 'sure', 'clean', 'resto', 'appli', 'strict', 'protocol', 'pandem', 'staff', 'friendli', 'servic', 'quick', 'enough']"
Medja Restaurant,mayang sari,4.0,"['place', 'pretti', 'food', 'ok', 'servic', 'good', 'bit', 'pricey', 'bought', 'gurami', 'goreng', 'fresh', 'crispi', 'kangkung', 'nasi', 'putih', 'lych', 'tea', 'tax', 'go', 'go', 'restaur', 'new', 'ambienc', 'pretti', 'place', 'instagramm', 'hangout', 'place', 'miss', 'tip', 'may', 'want', 'reserv', 'first', 'choos', 'one', 'close', 'swim', 'pool', 'view', 'breezee']"
Medja Restaurant,Sandra Salzani,2.0,"['realli', 'impress', 'great', 'place', 'opinion', 'never', 'come', 'back', 'reason', 'firstli', 'servic', 'poor', 'upset', 'waitress', 'explain', 'signatur', 'dish', 'said', 'kitchen', 'secret', 'like', 'wtf', 'furthermor', 'juat', 'order', 'kill', 'curious', 'end', 'impress', 'funni', 'okay', 'food', 'order', 'udang', 'segobang', 'furthermor', 'recommend', 'visit', 'order', 'food', 'price', 'high', 'compar', 'tast', 'pleas', 'wast', 'time', 'money', 'someth', 'unworthi']"
Medja Restaurant,Sara Ajiwibawa,4.0,"['uniqu', 'restaur', 'modern', 'design', 'perfect', 'gather', 'place', 'friend', 'locat', 'easi', 'find', 'park', 'free', 'interest', 'thing', 'servant', 'work', 'alway', 'happi', 'help', 'take', 'photo', 'help', 'us', 'realli', 'welcom', 'photo', 'opportun', 'uniqu', 'place', 'mosqu', 'provid', 'clean', 'comfort', 'prayer', 'room', 'girl', 'boy', 'unclear', 'time', 'enter', 'mosqu', 'guy', 'lack', 'restaur', 'food', 'variant', 'provid', 'less', 'vari', 'choic', 'limit', 'oh', 'yeah', 'also', 'happi', 'provid', 'brown', 'rice', 'worth', 'tri', 'especi', 'hobbi', 'instagram', 'photo', 'hunt']"
Medja Restaurant,Revita Tiaman,5.0,"['place', 'ambienc', 'quit', 'good', 'came', 'noon', 'area', 'open', 'food', 'also', 'good', 'portion', 'small', 'iga', 'penyet', 'park', 'larg', 'park', 'avail']"
Medja Restaurant,Halvarra Yuanita,5.0,"['love', 'food', 'tast', 'amaz', 'ambienc', 'good', 'wait', 'list', 'could', 'pack', 'weekend', 'wait', 'ime', 'actual', 'long', 'still', 'bearabl', 'highli', 'recommend', 'udang', 'balado', 'textur', 'juici', 'spici']"
Medja Restaurant,Ikhwan Pridyastomo,4.0,"['delici', 'indonesian', 'tradit', 'food', 'modern', 'touch', 'instagramm', 'architectur', 'design', 'good', 'servic']"
Medja Restaurant,Timothy Widjaya,5.0,"['visit', 'caf', 'shake', 'feel', 'vibe', 'place', 'sorta', 'feel', 'like', 'union', 'caf', 'realli', 'popular', 'teenag', 'day', 'citi', 'environ', 'realli', 'peac', 'bustl', 'although', 'caf', 'realli', 'depend', 'peopl', 'time', 'realli', 'good', 'place', 'take', 'pictur', 'friend', 'famili', 'also', 'happen', 'good', 'place', 'hang', 'chill', 'food', 'beverag', 'pretti', 'standard', 'term', 'price', 'well', 'caf', 'although', 'menu', 'like', 'recommend', 'pisang', 'goreng', 'one', 'realli', 'like', 'one', 'pictur', 'like', 'visit', 'place', 'well', 'ye', 'realli', 'recommend', 'give', 'place', 'tri', 'time']"
